  iter |       grad |      value |  vector
   256 |  1.833e+01 |  3.182e+04 |  [      8.662       7.986      -7.565      46.342      29.548      12.416      14.254     -39.071     -19.806     -41.898       2.946      35.966      24.647      -1.641       0.073      -0.889      -0.840     -65.071      -5.534     -14.291     -51.862     -20.842     -33.710     -49.577     -17.454     -38.306      -4.622     -42.822     -61.226     -50.812]
   257 |  1.773e+01 |  3.178e+04 |  [      8.698       8.006      -8.044      46.253      29.465      11.766      14.137     -39.509     -20.445     -42.123       2.479      36.024      24.116      -2.078      -0.628      -0.993      -0.927     -64.919      -6.055     -14.585     -51.977     -20.906     -33.301     -49.361     -17.024     -38.335      -5.135     -43.067     -61.129     -50.858]
   258 |  1.715e+01 |  3.175e+04 |  [      8.733       8.025      -8.513      46.159      29.379      11.127      14.021     -39.937     -21.072     -42.339       2.019      36.070      23.593      -2.506      -1.322      -1.097      -1.013     -64.764      -6.566     -14.867     -52.083     -20.968     -32.893     -49.141     -16.600     -38.358      -5.637     -43.303     -61.027     -50.897]
   259 |  1.659e+01 |  3.172e+04 |  [      8.769       8.044      -8.973      46.062      29.289      10.497      13.906     -40.354     -21.687     -42.548       1.567      36.106      23.076      -2.928      -2.007      -1.201      -1.098     -64.605      -7.068     -15.137     -52.181     -21.028     -32.487     -48.917     -16.179     -38.376      -6.128     -43.528     -60.921     -50.928]
   260 |  1.604e+01 |  3.169e+04 |  [      8.805       8.060      -9.425      45.962      29.197       9.878      13.792     -40.760     -22.289     -42.750       1.124      36.131      22.567      -3.341      -2.685      -1.306      -1.182     -64.444      -7.559     -15.396     -52.270     -21.085     -32.083     -48.691     -15.763     -38.388      -6.606     -43.745     -60.812     -50.953]
   261 |  1.550e+01 |  3.166e+04 |  [      8.842       8.076      -9.868      45.860      29.102       9.268      13.679     -41.156     -22.879     -42.945       0.687      36.146      22.065      -3.748      -3.355      -1.411      -1.264     -64.279      -8.041     -15.644     -52.350     -21.139     -31.681     -48.462     -15.351     -38.396      -7.072     -43.952     -60.699     -50.972]
   262 |  1.498e+01 |  3.163e+04 |  [      8.879       8.090     -10.303      45.754      29.005       8.670      13.567     -41.542     -23.456     -43.134       0.259      36.152      21.570      -4.148      -4.017      -1.517      -1.344     -64.113      -8.514     -15.881     -52.423     -21.192     -31.282     -48.229     -14.944     -38.399      -7.526     -44.151     -60.584     -50.984]
   263 |  1.447e+01 |  3.161e+04 |  [      8.917       8.103     -10.731      45.647      28.907       8.081      13.456     -41.918     -24.021     -43.315      -0.162      36.149      21.083      -4.541      -4.670      -1.624      -1.423     -63.944      -8.977     -16.109     -52.488     -21.242     -30.885     -47.995     -14.541     -38.397      -7.967     -44.340     -60.466     -50.990]
   264 |  1.397e+01 |  3.158e+04 |  [      8.956       8.113     -11.152      45.537      28.807       7.503      13.346     -42.284     -24.574     -43.491      -0.575      36.137      20.603      -4.928      -5.315      -1.733      -1.500     -63.773      -9.431     -16.328     -52.546     -21.290     -30.490     -47.759     -14.143     -38.391      -8.396     -44.522     -60.346     -50.990]
   265 |  1.349e+01 |  3.156e+04 |  [      8.996       8.122     -11.565      45.426      28.705       6.935      13.236     -42.640     -25.115     -43.660      -0.980      36.118      20.131      -5.308      -5.951      -1.843      -1.575     -63.601      -9.875     -16.537     -52.596     -21.337     -30.099     -47.520     -13.750     -38.380      -8.811     -44.695     -60.224     -50.983]
   266 |  1.303e+01 |  3.154e+04 |  [      9.038       8.129     -11.972      45.314      28.602       6.378      13.128     -42.987     -25.644     -43.823      -1.378      36.091      19.667      -5.683      -6.578      -1.955      -1.647     -63.428     -10.311     -16.739     -52.640     -21.382     -29.710     -47.280     -13.362     -38.366      -9.214     -44.860     -60.101     -50.971]
   267 |  1.257e+01 |  3.152e+04 |  [      9.082       8.132     -12.372      45.200      28.498       5.831      13.020     -43.325     -26.161     -43.980      -1.768      36.057      19.211      -6.052      -7.196      -2.070      -1.716     -63.254     -10.737     -16.932     -52.677     -21.425     -29.324     -47.039     -12.978     -38.348      -9.603     -45.017     -59.975     -50.954]
   268 |  1.214e+01 |  3.150e+04 |  [      9.129       8.133     -12.766      45.085      28.393       5.295      12.913     -43.654     -26.667     -44.132      -2.150      36.017      18.762      -6.416      -7.804      -2.189      -1.781     -63.078     -11.154     -17.117     -52.708     -21.466     -28.941     -46.796     -12.599     -38.326      -9.979     -45.167     -59.849     -50.930]
   269 |  1.172e+01 |  3.148e+04 |  [      9.179       8.130     -13.155      44.969      28.288       4.769      12.808     -43.974     -27.161     -44.278      -2.525      35.970      18.322      -6.775      -8.404      -2.312      -1.843     -62.902     -11.563     -17.294     -52.732     -21.506     -28.561     -46.552     -12.225     -38.301     -10.342     -45.309     -59.721     -50.902]
   270 |  1.131e+01 |  3.146e+04 |  [      9.234       8.122     -13.537      44.853      28.181       4.253      12.703     -44.285     -27.644     -44.419      -2.893      35.917      17.889      -7.129      -8.994      -2.441      -1.899     -62.726     -11.963     -17.463     -52.751     -21.545     -28.185     -46.308     -11.855     -38.272     -10.691     -45.445     -59.592     -50.868]
   271 |  1.093e+01 |  3.145e+04 |  [      9.295       8.108     -13.915      44.736      28.074       3.748      12.598     -44.588     -28.115     -44.556      -3.253      35.859      17.464      -7.479      -9.574      -2.578      -1.948     -62.548     -12.354     -17.625     -52.764     -21.582     -27.811     -46.062     -11.490     -38.241     -11.027     -45.573     -59.461     -50.829]
   272 |  1.056e+01 |  3.143e+04 |  [      9.364       8.087     -14.289      44.618      27.966       3.253      12.495     -44.883     -28.576     -44.687      -3.606      35.796      17.048      -7.825     -10.145      -2.725      -1.989     -62.371     -12.737     -17.779     -52.771     -21.619     -27.441     -45.817     -11.130     -38.206     -11.349     -45.695     -59.330     -50.785]
   273 |  1.022e+01 |  3.142e+04 |  [      9.444       8.056     -14.659      44.501      27.857       2.769      12.392     -45.171     -29.027     -44.814      -3.952      35.727      16.639      -8.168     -10.705      -2.886      -2.020     -62.193     -13.111     -17.924     -52.774     -21.654     -27.074     -45.570     -10.774     -38.169     -11.657     -45.810     -59.199     -50.736]
   274 |  9.924e+00 |  3.140e+04 |  [      9.539       8.011     -15.028      44.384      27.747       2.295      12.291     -45.450     -29.466     -44.937      -4.290      35.654      16.238      -8.510     -11.255      -3.067      -2.035     -62.014     -13.477     -18.061     -52.771     -21.689     -26.709     -45.323     -10.423     -38.128     -11.950     -45.919     -59.066     -50.682]
   275 |  9.683e+00 |  3.139e+04 |  [      9.656       7.947     -15.396      44.268      27.636       1.831      12.189     -45.723     -29.895     -45.056      -4.622      35.575      15.846      -8.851     -11.794      -3.278      -2.030     -61.834     -13.835     -18.186     -52.763     -21.725     -26.348     -45.076     -10.075     -38.085     -12.225     -46.021     -58.932     -50.623]
   276 |  9.547e+00 |  3.138e+04 |  [      9.807       7.856     -15.766      44.152      27.522       1.379      12.088     -45.989     -30.314     -45.171      -4.947      35.490      15.463      -9.196     -12.320      -3.535      -1.994     -61.654     -14.183     -18.296     -52.749     -21.762     -25.988     -44.827      -9.731     -38.039     -12.481     -46.117     -58.797     -50.560]
   277 |  9.631e+00 |  3.136e+04 |  [     10.012       7.722     -16.145      44.039      27.403       0.941      11.988     -46.247     -30.721     -45.284      -5.263      35.397      15.091      -9.547     -12.830      -3.867      -1.914     -61.471     -14.521     -18.385     -52.729     -21.802     -25.631     -44.578      -9.390     -37.989     -12.710     -46.205     -58.661     -50.491]
   278 |  1.026e+01 |  3.135e+04 |  [     10.306       7.521     -16.541      43.930      27.278       0.521      11.888     -46.498     -31.113     -45.395      -5.568      35.294      14.735      -9.914     -13.316      -4.327      -1.761     -61.287     -14.844     -18.439     -52.703     -21.851     -25.276     -44.328      -9.053     -37.936     -12.901     -46.284     -58.525     -50.416]
   279 |  1.236e+01 |  3.133e+04 |  [     10.749       7.213     -16.966      43.830      27.141       0.132      11.793     -46.737     -31.481     -45.503      -5.854      35.178      14.406     -10.307     -13.762      -5.016      -1.497     -61.100     -15.142     -18.429     -52.669     -21.919     -24.927     -44.080      -8.722     -37.879     -13.029     -46.352     -58.389     -50.337]
   280 |  1.833e+01 |  3.130e+04 |  [     11.422       6.756     -17.436      43.746      26.987      -0.207      11.711     -46.959     -31.811     -45.609      -6.111      35.046      14.120     -10.738     -14.143      -6.094      -1.078     -60.913     -15.399     -18.314     -52.628     -22.031     -24.589     -43.839      -8.402     -37.817     -13.064     -46.403     -58.259     -50.255]
   281 |  3.263e+01 |  3.124e+04 |  [     12.397       6.132     -17.968      43.682      26.810      -0.491      11.661     -47.164     -32.102     -45.712      -6.335      34.897      13.884     -11.221     -14.448      -7.798      -0.488     -60.722     -15.607     -18.046     -52.581     -22.237     -24.258     -43.605      -8.086     -37.750     -12.982     -46.439     -58.141     -50.175]
   282 |  6.100e+01 |  3.109e+04 |  [     13.701       5.369     -18.577      43.637      26.608      -0.735      11.674     -47.364     -32.373     -45.816      -6.539      34.735      13.686     -11.762     -14.695     -10.444       0.250     -60.525     -15.775     -17.585     -52.530     -22.624     -23.909     -43.363      -7.749     -37.672     -12.778     -46.465     -58.049     -50.094]
   283 |  1.039e+02 |  3.072e+04 |  [     15.199       4.579     -19.251      43.602      26.402      -0.972      11.796     -47.575     -32.656     -45.920      -6.747      34.573      13.501     -12.345     -14.917     -14.294       1.041     -60.344     -15.921     -16.913     -52.472     -23.323     -23.505     -43.091      -7.358     -37.577     -12.456     -46.486     -58.030     -50.008]
   284 |  1.435e+02 |  3.006e+04 |  [     16.516       3.957     -19.943      43.573      26.237      -1.248      12.058     -47.810     -32.993     -46.016      -6.990      34.438      13.291     -12.919     -15.153     -19.149       1.679     -60.290     -16.068     -16.055     -52.395     -24.457     -23.000     -42.747      -6.871     -37.447     -12.034     -46.500     -58.210     -49.900]
   285 |  1.479e+02 |  2.929e+04 |  [     17.293       3.646     -20.600      43.534      26.150      -1.632      12.395     -48.070     -33.431     -46.075      -7.305      34.358      13.000     -13.449     -15.456     -24.071       1.938     -60.588     -16.247     -15.105     -52.267     -25.988     -22.336     -42.270      -6.252     -37.255     -11.553     -46.498     -58.793     -49.738]
   286 |  1.185e+02 |  2.867e+04 |  [     17.587       3.582     -21.233      43.460      26.113      -2.195      12.652     -48.330     -33.989     -46.069      -7.722      34.346      12.556     -13.977     -15.881     -28.044       1.833     -61.430     -16.494     -14.190     -52.046     -27.588     -21.499     -41.612      -5.508     -36.977     -11.065     -46.452     -59.897     -49.475]
   287 |  9.253e+01 |  2.823e+04 |  [     17.654       3.621     -21.885      43.316      26.064      -2.934      12.770     -48.562     -34.621     -45.998      -8.228      34.392      11.944     -14.553     -16.436     -30.793       1.605     -62.731     -16.825     -13.409     -51.709     -28.933     -20.560     -40.806      -4.710     -36.621     -10.621     -46.336     -61.376     -49.085]
   288 |  7.771e+01 |  2.789e+04 |  [     17.647       3.686     -22.559      43.081      25.988      -3.774      12.797     -48.764     -35.265     -45.896      -8.786      34.481      11.215     -15.167     -17.082     -32.669       1.400     -64.198     -17.219     -12.791     -51.284     -29.989     -19.611     -39.939      -3.932     -36.227     -10.247     -46.155     -62.949     -48.590]
   289 |  6.737e+01 |  2.762e+04 |  [     17.609       3.756     -23.229      42.758      25.898      -4.652      12.778     -48.952     -35.899     -45.791      -9.374      34.602      10.426     -15.786     -17.782     -34.065       1.234     -65.616     -17.651     -12.332     -50.811     -30.850     -18.693     -39.067      -3.194     -35.825      -9.952     -45.930     -64.438     -48.023]
   290 |  5.883e+01 |  2.740e+04 |  [     17.550       3.820     -23.874      42.359      25.808      -5.540      12.732     -49.140     -36.523     -45.696      -9.985      34.746       9.607     -16.387     -18.517     -35.195       1.093     -66.890     -18.102     -12.024     -50.318     -31.586     -17.808     -38.208      -2.492     -35.430      -9.740     -45.684     -65.769     -47.414]
   291 |  5.154e+01 |  2.723e+04 |  [     17.472       3.877     -24.480      41.900      25.734      -6.426      12.667     -49.338     -37.144     -45.616     -10.615      34.905       8.776     -16.954     -19.277     -36.154       0.968     -67.984     -18.558     -11.867     -49.824     -32.226     -16.952     -37.371      -1.817     -35.049      -9.616     -45.432     -66.920     -46.783]
   292 |  4.541e+01 |  2.708e+04 |  [     17.377       3.923     -25.043      41.400      25.685      -7.309      12.590     -49.548     -37.766     -45.553     -11.259      35.071       7.939     -17.483     -20.055     -36.980       0.857     -68.892     -19.008     -11.861     -49.340     -32.787     -16.120     -36.556      -1.162     -34.686      -9.583     -45.187     -67.885     -46.148]
   293 |  4.042e+01 |  2.696e+04 |  [     17.270       3.959     -25.559      40.876      25.670      -8.186      12.505     -49.772     -38.391     -45.507     -11.914      35.237       7.104     -17.970     -20.845     -37.694       0.760     -69.617     -19.445     -12.003     -48.875     -33.276     -15.311     -35.765      -0.523     -34.341      -9.639     -44.956     -68.671     -45.522]
   294 |  3.649e+01 |  2.685e+04 |  [     17.154       3.984     -26.032      40.343      25.693      -9.055      12.415     -50.008     -39.018     -45.477     -12.571      35.397       6.276     -18.416     -21.641     -38.307       0.676     -70.172     -19.864     -12.288     -48.433     -33.699     -14.523     -34.998       0.099     -34.013      -9.779     -44.741     -69.290     -44.916]
   295 |  3.349e+01 |  2.676e+04 |  [     17.032       4.000     -26.464      39.813      25.754      -9.913      12.322     -50.255     -39.645     -45.460     -13.224      35.547       5.462     -18.826     -22.437     -38.832       0.604     -70.574     -20.262     -12.709     -48.015     -34.064     -13.755     -34.257       0.707     -33.701      -9.994     -44.543     -69.760     -44.335]
   296 |  3.125e+01 |  2.668e+04 |  [     16.906       4.007     -26.861      39.297      25.850     -10.755      12.226     -50.507     -40.266     -45.455     -13.866      35.684       4.665     -19.203     -23.229     -39.282       0.544     -70.845     -20.638     -13.255     -47.621     -34.379     -13.009     -33.539       1.300     -33.402     -10.271     -44.362     -70.100     -43.784]
   297 |  2.961e+01 |  2.660e+04 |  [     16.776       4.007     -27.230      38.801      25.974     -11.578      12.130     -50.762     -40.879     -45.457     -14.492      35.806       3.891     -19.553     -24.013     -39.668       0.494     -71.006     -20.994     -13.916     -47.248     -34.653     -12.282     -32.844       1.878     -33.114     -10.595     -44.194     -70.333     -43.261]
   298 |  2.842e+01 |  2.653e+04 |  [     16.643       4.002     -27.576      38.326      26.121     -12.380      12.031     -51.016     -41.479     -45.466     -15.099      35.913       3.142     -19.883     -24.785     -40.003       0.453     -71.079     -21.331     -14.683     -46.892     -34.893     -11.575     -32.169       2.443     -32.835     -10.955     -44.038     -70.480     -42.766]
   299 |  2.756e+01 |  2.647e+04 |  [     16.507       3.992     -27.905      37.876      26.282     -13.158      11.931     -51.267     -42.065     -45.478     -15.684      36.004       2.420     -20.198     -25.545     -40.298       0.420     -71.083     -21.650     -15.548     -46.550     -35.108     -10.884     -31.512       2.994     -32.562     -11.336     -43.890     -70.558     -42.294]
   300 |  2.695e+01 |  2.640e+04 |  [     16.369       3.979     -28.222      37.448      26.450     -13.911      11.828     -51.513     -42.634     -45.491     -16.246      36.079       1.724     -20.502     -26.291     -40.563       0.394     -71.033     -21.955     -16.502     -46.220     -35.304     -10.209     -30.870       3.534     -32.294     -11.731     -43.747     -70.584     -41.843]
   301 |  2.651e+01 |  2.634e+04 |  [     16.228       3.964     -28.531      37.043      26.617     -14.639      11.723     -51.751     -43.186     -45.504     -16.787      36.141       1.054     -20.798     -27.024     -40.806       0.372     -70.944     -22.247     -17.540     -45.897     -35.487      -9.547     -30.241       4.062     -32.028     -12.129     -43.608     -70.571     -41.408]
   302 |  2.621e+01 |  2.628e+04 |  [     16.085       3.948     -28.834      36.657      26.776     -15.343      11.615     -51.981     -43.720     -45.515     -17.307      36.190       0.410     -21.090     -27.743     -41.034       0.355     -70.827     -22.528     -18.652     -45.579     -35.662      -8.896     -29.622       4.581     -31.765     -12.525     -43.471     -70.530     -40.985]
   303 |  2.598e+01 |  2.622e+04 |  [     15.939       3.931     -29.133      36.289      26.920     -16.024      11.505     -52.203     -44.237     -45.524     -17.808      36.227      -0.212     -21.379     -28.449     -41.252       0.341     -70.690     -22.800     -19.830     -45.264     -35.831      -8.256     -29.011       5.092     -31.502     -12.914     -43.333     -70.471     -40.572]
   304 |  2.580e+01 |  2.616e+04 |  [     15.790       3.914     -29.429      35.937      27.041     -16.684      11.391     -52.414     -44.736     -45.528     -18.291      36.255      -0.813     -21.666     -29.144     -41.464       0.329     -70.541     -23.065     -21.063     -44.951     -35.999      -7.624     -28.406       5.595     -31.238     -13.294     -43.193     -70.399     -40.164]
   305 |  2.560e+01 |  2.610e+04 |  [     15.638       3.898     -29.723      35.597      27.134     -17.325      11.275     -52.616     -45.219     -45.528     -18.759      36.274      -1.395     -21.952     -29.829     -41.674       0.318     -70.386     -23.322     -22.337     -44.637     -36.167      -6.998     -27.806       6.092     -30.973     -13.663     -43.052     -70.322     -39.760]
   306 |  2.537e+01 |  2.604e+04 |  [     15.484       3.883     -30.014      35.268      27.194     -17.949      11.155     -52.808     -45.687     -45.522     -19.214      36.286      -1.962     -22.237     -30.505     -41.886       0.308     -70.230     -23.575     -23.639     -44.321     -36.337      -6.378     -27.207       6.583     -30.707     -14.021     -42.907     -70.244     -39.356]
   307 |  2.506e+01 |  2.598e+04 |  [     15.327       3.870     -30.304      34.947      27.217     -18.558      11.032     -52.989     -46.141     -45.509     -19.657      36.293      -2.515     -22.521     -31.176     -42.100       0.297     -70.076     -23.823     -24.951     -44.003     -36.509      -5.762     -26.610       7.070     -30.438     -14.371     -42.759     -70.168     -38.952]
   308 |  2.465e+01 |  2.593e+04 |  [     15.168       3.858     -30.591      34.632      27.202     -19.156      10.907     -53.161     -46.582     -45.490     -20.090      36.296      -3.058     -22.804     -31.843     -42.318       0.285     -69.929     -24.067     -26.256     -43.682     -36.684      -5.149     -26.013       7.553     -30.165     -14.714     -42.607     -70.098     -38.543]
   309 |  2.412e+01 |  2.587e+04 |  [     15.006       3.848     -30.874      34.321      27.149     -19.744      10.778     -53.322     -47.011     -45.463     -20.514      36.296      -3.593     -23.084     -32.508     -42.541       0.271     -69.790     -24.309     -27.537     -43.356     -36.861      -4.539     -25.416       8.031     -29.890     -15.055     -42.451     -70.036     -38.129]
   310 |  2.349e+01 |  2.582e+04 |  [     14.843       3.839     -31.154      34.012      27.060     -20.324      10.648     -53.473     -47.427     -45.428     -20.931      36.295      -4.121     -23.363     -33.173     -42.767       0.254     -69.660     -24.548     -28.778     -43.026     -37.039      -3.932     -24.818       8.506     -29.612     -15.396     -42.290     -69.982     -37.709]
   311 |  2.275e+01 |  2.577e+04 |  [     14.677       3.832     -31.429      33.704      26.939     -20.896      10.515     -53.614     -47.833     -45.387     -21.342      36.294      -4.644     -23.638     -33.839     -42.996       0.236     -69.541     -24.784     -29.965     -42.693     -37.218      -3.328     -24.219       8.977     -29.330     -15.743     -42.126     -69.938     -37.282]
   312 |  2.194e+01 |  2.572e+04 |  [     14.511       3.827     -31.699      33.396      26.791     -21.461      10.382     -53.746     -48.228     -45.337     -21.745      36.292      -5.162     -23.908     -34.507     -43.227       0.214     -69.432     -25.019     -31.087     -42.356     -37.396      -2.727     -23.621       9.443     -29.046     -16.098     -41.958     -69.902     -36.847]
   313 |  2.107e+01 |  2.568e+04 |  [     14.346       3.822     -31.961      33.087      26.622     -22.019      10.249     -53.868     -48.611     -45.282     -22.141      36.292      -5.675     -24.173     -35.178     -43.457       0.190     -69.333     -25.251     -32.136     -42.016     -37.572      -2.133     -23.025       9.903     -28.760     -16.466     -41.787     -69.874     -36.404]
   314 |  2.018e+01 |  2.564e+04 |  [     14.181       3.819     -32.216      32.778      26.438     -22.569      10.116     -53.981     -48.983     -45.219     -22.530      36.292      -6.183     -24.430     -35.852     -43.685       0.165     -69.242     -25.480     -33.108     -41.676     -37.744      -1.544     -22.432      10.355     -28.474     -16.850     -41.614     -69.854     -35.955]
   315 |  1.927e+01 |  2.560e+04 |  [     14.018       3.816     -32.461      32.470      26.245     -23.111       9.986     -54.085     -49.343     -45.152     -22.910      36.294      -6.684     -24.679     -36.528     -43.909       0.138     -69.160     -25.707     -34.002     -41.334     -37.911      -0.964     -21.844      10.800     -28.188     -17.252     -41.440     -69.838     -35.499]
   316 |  1.837e+01 |  2.556e+04 |  [     13.859       3.813     -32.696      32.162      26.047     -23.643       9.859     -54.181     -49.691     -45.080     -23.280      36.297      -7.178     -24.919     -37.205     -44.127       0.110     -69.083     -25.930     -34.821     -40.995     -38.072      -0.394     -21.264      11.235     -27.903     -17.673     -41.265     -69.827     -35.038]
   317 |  1.748e+01 |  2.553e+04 |  [     13.703       3.810     -32.919      31.856      25.849     -24.163       9.735     -54.270     -50.027     -45.004     -23.640      36.302      -7.663     -25.148     -37.884     -44.338       0.081     -69.011     -26.149     -35.567     -40.658     -38.228       0.164     -20.692      11.660     -27.621     -18.115     -41.091     -69.818     -34.572]
   318 |  1.663e+01 |  2.550e+04 |  [     13.553       3.807     -33.131      31.554      25.653     -24.670       9.615     -54.352     -50.350     -44.926     -23.988      36.308      -8.136     -25.366     -38.563     -44.541       0.053     -68.944     -26.365     -36.246     -40.324     -38.376       0.710     -20.131      12.073     -27.343     -18.578     -40.918     -69.811     -34.104]
   319 |  1.580e+01 |  2.547e+04 |  [     13.408       3.804     -33.330      31.256      25.461     -25.163       9.500     -54.428     -50.661     -44.845     -24.323      36.314      -8.598     -25.572     -39.240     -44.736       0.025     -68.879     -26.577     -36.864     -39.996     -38.518       1.242     -19.582      12.474     -27.070     -19.061     -40.747     -69.805     -33.635]
   320 |  1.501e+01 |  2.544e+04 |  [     13.268       3.800     -33.517      30.964      25.276     -25.640       9.390     -54.498     -50.959     -44.764     -24.646      36.320      -9.046     -25.766     -39.915     -44.922      -0.003     -68.817     -26.783     -37.427     -39.674     -38.653       1.760     -19.047      12.863     -26.802     -19.565     -40.579     -69.799     -33.165]
   321 |  1.425e+01 |  2.541e+04 |  [     13.134       3.796     -33.692      30.678      25.098     -26.102       9.285     -54.563     -51.244     -44.682     -24.955      36.327      -9.480     -25.948     -40.587     -45.100      -0.029     -68.757     -26.986     -37.941     -39.358     -38.782       2.262     -18.525      13.239     -26.541     -20.086     -40.414     -69.793     -32.695]
   322 |  1.352e+01 |  2.539e+04 |  [     13.006       3.792     -33.855      30.400      24.927     -26.546       9.185     -54.622     -51.516     -44.599     -25.249      36.333      -9.898     -26.120     -41.256     -45.270      -0.055     -68.698     -27.183     -38.410     -39.050     -38.904       2.749     -18.018      13.602     -26.286     -20.624     -40.252     -69.786     -32.227]
   323 |  1.283e+01 |  2.537e+04 |  [     12.884       3.787     -34.008      30.130      24.764     -26.973       9.090     -54.678     -51.775     -44.517     -25.530      36.337     -10.300     -26.280     -41.918     -45.431      -0.079     -68.641     -27.376     -38.841     -38.750     -39.021       3.220     -17.526      13.952     -26.039     -21.176     -40.095     -69.778     -31.761]
   324 |  1.216e+01 |  2.535e+04 |  [     12.767       3.783     -34.150      29.869      24.609     -27.382       9.000     -54.729     -52.022     -44.436     -25.797      36.339     -10.686     -26.430     -42.575     -45.585      -0.102     -68.585     -27.563     -39.237     -38.458     -39.132       3.675     -17.050      14.289     -25.799     -21.740     -39.941     -69.770     -31.297]
   325 |  1.153e+01 |  2.533e+04 |  [     12.655       3.778     -34.283      29.617      24.460     -27.772       8.914     -54.777     -52.256     -44.356     -26.049      36.339     -11.054     -26.572     -43.225     -45.732      -0.124     -68.531     -27.745     -39.602     -38.174     -39.238       4.114     -16.590      14.613     -25.566     -22.314     -39.792     -69.762     -30.836]
   326 |  1.092e+01 |  2.531e+04 |  [     12.549       3.773     -34.408      29.375      24.319     -28.144       8.832     -54.821     -52.479     -44.277     -26.288      36.335     -11.405     -26.704     -43.868     -45.872      -0.145     -68.479     -27.922     -39.941     -37.899     -39.339       4.538     -16.144      14.925     -25.342     -22.896     -39.648     -69.754     -30.379]
   327 |  1.034e+01 |  2.530e+04 |  [     12.447       3.767     -34.525      29.142      24.185     -28.498       8.753     -54.861     -52.689     -44.200     -26.513      36.329     -11.739     -26.829     -44.501     -46.006      -0.164     -68.428     -28.094     -40.254     -37.633     -39.436       4.947     -15.715      15.224     -25.126     -23.483     -39.507     -69.745     -29.925]
   328 |  9.776e+00 |  2.528e+04 |  [     12.349       3.762     -34.634      28.918      24.057     -28.834       8.679     -54.899     -52.889     -44.124     -26.726      36.318     -12.056     -26.946     -45.126     -46.133      -0.183     -68.378     -28.261     -40.547     -37.376     -39.528       5.341     -15.300      15.512     -24.917     -24.072     -39.371     -69.736     -29.476]
   329 |  9.239e+00 |  2.527e+04 |  [     12.256       3.757     -34.738      28.705      23.935     -29.152       8.607     -54.934     -53.077     -44.050     -26.925      36.303     -12.357     -27.058     -45.740     -46.255      -0.200     -68.331     -28.422     -40.819     -37.126     -39.617       5.720     -14.900      15.788     -24.716     -24.662     -39.240     -69.727     -29.031]
   330 |  8.723e+00 |  2.526e+04 |  [     12.166       3.751     -34.835      28.501      23.818     -29.453       8.539     -54.967     -53.256     -43.978     -27.113      36.283     -12.641     -27.163     -46.344     -46.372      -0.217     -68.285     -28.578     -41.075     -36.886     -39.702       6.085     -14.515      16.053     -24.522     -25.249     -39.112     -69.718     -28.591]
   331 |  8.226e+00 |  2.525e+04 |  [     12.081       3.746     -34.928      28.306      23.707     -29.737       8.474     -54.997     -53.424     -43.909     -27.290      36.260     -12.909     -27.263     -46.936     -46.483      -0.232     -68.240     -28.728     -41.314     -36.653     -39.784       6.437     -14.144      16.307     -24.336     -25.831     -38.989     -69.710     -28.155]
   332 |  7.746e+00 |  2.524e+04 |  [     11.999       3.741     -35.015      28.120      23.602     -30.005       8.411     -55.025     -53.582     -43.841     -27.456      36.231     -13.162     -27.358     -47.516     -46.590      -0.247     -68.197     -28.873     -41.539     -36.429     -39.862       6.775     -13.787      16.551     -24.157     -26.407     -38.870     -69.701     -27.725]
   333 |  7.283e+00 |  2.523e+04 |  [     11.920       3.736     -35.098      27.944      23.500     -30.257       8.351     -55.051     -53.731     -43.775     -27.611      36.199     -13.399     -27.448     -48.083     -46.692      -0.261     -68.156     -29.013     -41.751     -36.213     -39.937       7.101     -13.443      16.785     -23.985     -26.974     -38.754     -69.693     -27.300]
   334 |  6.836e+00 |  2.522e+04 |  [     11.844       3.732     -35.178      27.776      23.404     -30.495       8.294     -55.075     -53.872     -43.712     -27.757      36.162     -13.623     -27.534     -48.637     -46.790      -0.274     -68.117     -29.147     -41.951     -36.004     -40.009       7.414     -13.112      17.009     -23.820     -27.531     -38.643     -69.685     -26.881]
   335 |  6.403e+00 |  2.521e+04 |  [     11.772       3.727     -35.253      27.616      23.311     -30.718       8.238     -55.098     -54.005     -43.651     -27.894      36.121     -13.833     -27.616     -49.177     -46.884      -0.287     -68.079     -29.276     -42.140     -35.803     -40.079       7.715     -12.794      17.224     -23.661     -28.075     -38.535     -69.678     -26.469]
   336 |  5.985e+00 |  2.521e+04 |  [     11.702       3.723     -35.324      27.464      23.223     -30.928       8.185     -55.119     -54.129     -43.592     -28.022      36.076     -14.031     -27.695     -49.702     -46.974      -0.299     -68.043     -29.399     -42.319     -35.610     -40.145       8.005     -12.488      17.430     -23.509     -28.605     -38.431     -69.671     -26.063]
   337 |  5.581e+00 |  2.520e+04 |  [     11.636       3.719     -35.393      27.320      23.139     -31.125       8.135     -55.139     -54.247     -43.536     -28.142      36.029     -14.215     -27.769     -50.212     -47.060      -0.310     -68.008     -29.517     -42.489     -35.423     -40.209       8.283     -12.194      17.627     -23.363     -29.119     -38.330     -69.664     -25.664]
   338 |  5.190e+00 |  2.519e+04 |  [     11.572       3.715     -35.458      27.183      23.059     -31.309       8.086     -55.157     -54.357     -43.482     -28.255      35.978     -14.389     -27.840     -50.707     -47.143      -0.321     -67.975     -29.630     -42.650     -35.244     -40.270       8.550     -11.911      17.816     -23.223     -29.616     -38.233     -69.658     -25.272]
